name,addr,latitude,longitude,tel
(주)에스큐디에이모터스,서울특별시 강남구 영동대로 622(삼성동),37.5159801,127.0598099,02-6181-1000
(주)에스피오토,서울특별시 서초구 사임당로 106-1(서초동),37.49021496,127.0215724,02-2057-7000
(주)에이블모터스,서울특별시 송파구 마천로 95 (오금동),37.50675987,127.1306438,02-408-2939
(주)에이원모터스,서울특별시 성동구 광나루로 192(성수동1가),37.55063061,127.0513928,02-463-0027
(주)에이원자동차서비스,서울특별시 마포구 모래내로 19(성산동),37.56464244,126.9052033,02-375-0541
(주)에프엠케이 성수동 정비센타,서울특별시 성동구 광나루로 170(성수동1가),37.55113608,127.0490356,02-3433-0880
(주)역삼현대서비스,서울특별시 강남구 역삼로 238(역삼동),37.49717419,127.042644,02-554-9226
(주)영등포자동차정비검사소,서울특별시 영등포구 문래로 55(문래동6가),37.52042791,126.8878478,02-2679-1230
(주)오일카트,서울특별시 노원구 한글비석로23길 11(상계동),37.66029122,127.0713829,02-930-3904
(주)오케이자동차정비센타,서울특별시 강서구 화곡로64길 89(등촌동),37.55565466,126.8578884,02-3664-9966
(주)오토가이드,서울특별시 강서구 양천로 311(가양동),37.57049602,126.8380759,02-3665-5251
(주)오토라인모터스,"서울특별시 성동구 성수일로4길 39, 1,2층(성수동2가)",37.54219477,127.0533397,02-463-7715
(주)오토어반,서울특별시 강서구 남부순환로19길 48-23(외발산동),37.54644956,126.8247876,02-2667-0230
(주)오토크린,서울특별시 구로구 구일로 170(구로동),37.49850663,126.8756677,02-3663-2131
(주)온누리모터스,서울특별시 성북구 보문로 41(보문동7가),37.57919954,127.0223726,02-925-0000
(주)와이엔제이모터스,서울특별시 성동구 성수이로18길 5(성수동2가),37.54292334,127.0578806,02-466-9241
(주)와이엘케이오토,서울특별시 강남구 논현로72길 13(역삼동),37.49583919,127.0405437,02-3454-0640
(주)용강점현대자동차,서울특별시 마포구 토정로 270(용강동),37.54239726,126.9396097,02-712-0622
(주)우정모터스,서울특별시 성동구 광나루로 333(송정동),37.5485478,127.0668153,02-466-8600
(주)우주카독크,서울특별시 송파구 동남로24길 17 (오금동),37.49937762,127.1380496,02-402-9866
(주)우중자동차공업사,서울특별시 송파구 성내천로 125 (마천동),37.49955578,127.1427996,02-400-8352
(주)위례자동차서비스,"서울특별시 강남구 헌릉로757길 27, 114-16(율현동)",37.46975338,127.1200714,02-3414-1710
(주)유로매니아모터스,서울특별시 성동구 왕십리로4길 17(성수동1가),37.54643543,127.0460312,02-6013-8683
(주)율현자동차공업사,"서울특별시 강남구 헌릉로745길 37, 비동 1층 103호(율현동, 자동차매매시장)",37.47031417,127.11864,02-568-7500
(주)은평자동차공업사,서울특별시 은평구 서오릉로 205(갈현동),37.61383519,126.9106582,02-383-4660
(주)이레자동차공업사,서울특별시 금천구 두산로3길 22(독산동),37.47146916,126.8895238,02-3281-8204
(주)이에스모터스,서울특별시 도봉구 도봉로 564(창동),37.65501651,127.0393139,02-904-8300
(주)이엔에이모터스,서울특별시 성동구 성수이로22길 53-1(성수동2가),37.54343058,127.0630282,02-468-0482
(주)일원점 기아오토큐,서울특별시 강남구 개포로140길 24(일원동),37.49404768,127.0863954,02-445-5285
(주)일원현대자동차,서울특별시 송파구 마천로 18(방이동),37.50974187,127.1227971,02-416-8250
(주)정릉점 현대자동차,서울특별시 성북구 솔샘로 35(정릉동),37.61065922,127.0050006,02-941-0466
(주)정민자동차공업사,서울특별시 송파구 마천로 221(마천동),37.50087867,127.1428473,02-430-2616
(주)제이에스오토스,서울특별시 중랑구 신내역로3길 56(신내동),37.61795417,127.1052705,02-493-5600
(주)제이에이에스,서울특별시 강서구 하늘길 74(과해동),37.56142846,126.7962753,02-2665-3116
(주)제일렌트카,서울특별시 서대문구 성산로 541(대신동),37.56460771,126.9450672,02-722-0100
(주)주성이앤디,서울특별시 강남구 영동대로 716(청담동),37.52194394,127.0566807,02-512-9471
(주)주승서울송파오토디자인,서울특별시 송파구 삼학사로19길 9(삼전동),37.50578468,127.0960209,02-2203-0575
(주)중랑현대공업사,서울특별시 중랑구 중랑천로 95(중화동),37.59382648,127.0723388,02-494-0473
(주)중앙로 중앙점 현대자동차,"서울특별시 양천구 중앙로 229, 1층(신정동)",37.51688115,126.8539975,02-2646-8646
(주)지에스교역 타이어프로 무역센타점,"서울특별시 강남구 봉은사로 620, 1층(삼성동)",37.51450039,127.0632469,02-3409-3999
(주)지온모터스,서울특별시 금천구 서부샛길 732-16(가산동),37.48483856,126.8749231,02-841-7790
(주)참존오토모티브,서울특별시 송파구 송파대로20길 20(문정동),37.48558892,127.1249868,02-449-8852
(주)천일오토모빌,서울특별시 강남구 테헤란로4길 11(역삼동),37.4977375,127.0300603,02-2175-8180
(주)천일오토모빌 성수종합서비스,서울특별시 성동구 아차산로13길 12(성수동2가),37.54424252,127.0612272,02-464-1860
(주)천지모터스,서울특별시 강서구 양천로60길 7(등촌동),37.55806769,126.8595301,02-3661-8321
(주)카렉스,서울특별시 강남구 도곡로 217(역삼동),37.49331991,127.0425341,02-508-8811
(주)카미다스,"서울특별시 강서구 양천로47가길 16, 2동(가양동)",37.57055568,126.8388702,02-3661-5088
(주)카젠 창동하나로점,"서울특별시 도봉구 마들로11길 20, 하나로마트 2층(창동)",37.65511059,127.0508313,02-906-6141
(주)카텍모터스,서울특별시 성동구 아차산로11길 2(성수동2가),37.54389991,127.0595599,02-2038-2708
(주)케이에스케이자동차,서울특별시 동작구 양녕로38길 8(상도1동),37.505326,126.950659,02-823-3333
(주)케이제이광진모터스,서울특별시 성동구 광나루로 320-20(성수동2가),37.54757883,127.0651051,02-463-0833
(주)코리아자동차,서울특별시 성동구 성수이로20길 38(성수동2가),37.54227324,127.0608217,02-499-4000
(주)콘티넨탈남서울,"서울특별시 강남구 도곡로37길 4, 22호(역삼동)",37.49413687,127.0451603,02-554-7071
(주)타이어가게,서울특별시 동대문구 한천로 97(답십리동),37.57022819,127.0644295,02-2244-3485
(주)타이어나라 목포점,"서울특별시 강남구 학동로68길 29, 103동 1201호(삼성동)",37.51656029,127.0471878,061-803-0031
(주)타이어나라 상무점,"서울특별시 강남구 삼성로 557, 5층(삼성동, 대지빌딩)",37.51122465,127.0538958,062-714-1114
(주)타이어라인,서울특별시 강남구 언주로 423(역삼동),37.50080176,127.0430774,02-3453-8220
(주)타이어트리 목동점,서울특별시 양천구 남부순환로88길 5-12(신정동),37.51078875,126.8412217,02-3236-8766
(주)태안모터스 강북,서울특별시 용산구 이태원로 249(한남동),37.53711608,127.0003676,02-797-1468
(주)토르모터스,"서울특별시 양천구 오목로30길 7, 402호(신정동)",37.52389005,126.8534229,031-989-5709
(주)티스테이션 목동중앙점,서울특별시 양천구 등촌로 150-1(목동),37.54321486,126.862848,02-2654-9515
(주)티에이치모터스,서울특별시 강서구 가로공원로 174(화곡동),37.53662613,126.8352279,02-2617-2844
(주)티엔에스모터스,"서울특별시 성동구 성수이로18길 6, 6-1",37.542304,127.057605,02-498-9264
(주)퍼펙트 모터스,서울특별시 송파구 올림픽로34길 9-15 (방이동),37.51609217,127.111605,02-425-2005
(주)평우서비스 영등포지점,서울특별시 영등포구 대림로 204(대림동),37.49894114,126.8985287,02-6012-0555
(주)풍성자동차공업사,서울특별시 성동구 성수이로22길 21(성수동2가),37.54421053,127.0596564,02-498-1363
(주)한국공항리무진,서울특별시 강서구 오정로 576(공항동),37.54620817,126.8138841,02-2656-7875
(주)한국모터스,서울특별시 강서구 양천로 686-3(염창동),37.5500667,126.8721796,02-3665-0292
(주)한국지엠금천서비스센터,서울특별시 금천구 시흥대로153길 26(독산동),37.47782752,126.896922,02-803-8255
(주)한독모터스 강북영업소,"서울특별시 강북구 도봉로 101, (3층)(미아동)",37.61806053,127.0290522,02-3444-7301
(주)한독모터스 딜리버리센터,서울특별시 서초구 반포대로 75(서초동),37.48686541,127.0096783,02-3470-0799
(주)한독모터스 방배영업소,서울특별시 서초구 방배로 214(방배동),37.49247541,126.9909598,02-3465-8845
(주)한독모터스용산영업소,서울특별시 용산구 원효로 242(원효로1가),37.53923639,126.9683138,02-718-1222
(주)한독자동차정비,서울특별시 도봉구 도봉로 618(창동),37.65949657,127.0418828,02-992-3300
(주)한서모터스,"서울특별시 서초구 남부순환로342길 100-9, 지상1층(양재동)",37.47590033,127.0277775,02-588-5084
(주)한양그린모터스,"서울특별시 성동구 왕십리로 155, 45,46,671-110,140,347,348(성수동1가)",37.55139271,127.0434337,02-497-5757
(주)합성자동차,서울특별시 강북구 도봉로 113(미아동),37.61900103,127.0288457,02-989-9720
(주)해성자동차,서울특별시 성동구 아차산로 147(성수동2가),37.54371243,127.0604253,02-464-4225
(주)헤윰자동차,"서울특별시 성동구 성수일로 107, 460(성수동1가)",37.54992606,127.0515243,02-462-7715
(주)현대오토모터스,서울특별시 금천구 두산로 3(독산동),37.47089671,126.8882387,02-858-8600
(주)현대자동차오금동부점,서울특별시 송파구 위례성대로 194(오금동),37.50948014,127.1323819,02-443-0049
(주)호혜자동차,"서울특별시 성동구 성수이로22길 40, 1,2층(성수동2가)",37.54345165,127.0613426,02-2038-3676
(주)흥진자동차공업사,서울특별시 도봉구 도봉로136길 19(창동),37.65932902,127.0422888,02-902-4600
102 커스텀,서울특별시 성동구 성수일로12길 26(성수동2가),37.54787817,127.0539661,02-499-1201
10년타기 정비센터 수유점,서울특별시 강북구 삼양로 408(수유동),37.63992204,127.0172084,02-993-3488
10년타기정비센타응봉점,서울특별시 성동구 고산자로2길 12-7,37.552238,127.036644,02-2298-1023
119카센타,"서울특별시 강남구 논현로81길 16, 21호(역삼동)",37.49804469,127.0366505,02-553-5471
153택시정비쎈터,서울특별시 양천구 남부순환로 598(신월동),37.51545406,126.8396933,02-2608-7255
1급Car.Tec자동차공업,서울특별시 강서구 금낭화로 170(방화동),37.58066891,126.8147582,02-2601-2121
1급서비스센타,서울특별시 성북구 한천로66길 183(석관동),37.61287782,127.0660525,02-959-3205
1급현대종합카센타,서울특별시 동대문구 화랑로32길 182(이문동),37.60319542,127.0610403,02-967-0837
21C자동차공업사,서울특별시 영등포구 대림로 235(대림동),37.50148953,126.8967488,02-849-5519
21세기자동차공업사,서울특별시 동대문구 한천로 387(이문동),37.59509731,127.0679711,02-957-7327
24시 카마스터,서울특별시 성북구 오패산로3길 47(하월곡동),37.60530364,127.0352256,02-913-6827
24시 카센타,서울특별시 성북구 한천로 545-1,37.60880582,127.064392,02-997-3626
24시모터스,서울특별시 구로구 고척로22길 20(개봉동),37.50062026,126.8467262,02-2612-8598
2대째 개미 모터스,서울특별시 광진구 아차산로 441(구의동),37.53883996,127.0914509,02-3437-5151
365모터스,서울특별시 성북구 정릉로 255-2(정릉동),37.60442942,127.0124023,02-914-6262
88자동차공업사,"서울특별시 광진구 구천면로 9, (광장동 315-3)",37.54684446,127.106673,02-2201-5689
911자동차공업사,서울특별시 구로구 구로중앙로26길 8(구로동),37.49739442,126.8874363,02-854-8330
AMS,서울특별시 강남구 논현로12길 23-3(개포동),37.47534006,127.0493629,02-2057-2067
Audi 송파대로서비스,서울특별시 송파구 충민로2길 8 3층,37.477683,127.127561,02-2185-0200
AUT0 BEEN MOTER(오토빈모터스),서울특별시 성동구 아차산로9길 43(성수동2가),37.54778022,127.0596046,070-8257-4925
AZKOREA(에이젯코리아),"서울특별시 도봉구 도당로 63-1, 서울특별시 도봉구 방학2동 664-3(방학동)",37.66396149,127.0346006,02-3492-7200
B.M Motors,서울특별시 서대문구 홍제천로 94(연희동),37.57384767,126.9250467,02-332-4739
BJ모터스,서울특별시 송파구 오금로 179(방이동),37.50937775,127.1144756,02-418-1374
BM MOTORS,서울특별시 성북구 화랑로 178(상월곡동),37.60706069,127.0502915,02-969-8282
brothers motors,서울특별시 강동구 진황도로 200-1(둔촌동),37.52836321,127.1434549,02-477-8094
C&P모터스,서울특별시 중랑구 면목로21길 43(면목동),37.57244668,127.0813938,02-437-0541
C.M.S 정비센타,서울특별시 노원구 공릉로62가길 22(하계동),37.63668318,127.0734833,02-976-1777
CJ 오토모빌,서울특별시 성동구 연무장길 100-1,37.540836,127.060128,02-6032-7784
Ckmotors,서울특별시 서대문구 가좌로 90-2,37.58100431,126.927724,02-376-8204
CM모터스,서울특별시 양천구 국회대로 36(신월동),37.52580704,126.838906,02-2606-3011
CM모터스,서울특별시 중랑구 동일로 624(면목동),37.58612075,127.0801474,02-434-5511
CM자동차정비,"서울특별시 강서구 양천로47길 94, 101동 701호(마곡동, 마곡금호어울림아파트)",37.57444181,126.8372073,031-983-8066
CNB모터스,서울특별시 금천구 벚꽃로14길 24(독산동),37.46549849,126.8912318,02-839-8100
CS자동차정비,서울특별시 금천구 두산로 60(독산동),37.46995352,126.894492,02-803-4972
DOXX,서울특별시 서초구 동산로2길 48(양재동),37.46797397,127.0430736,02-1688-4793
DR모터스,서울특별시 금천구 시흥대로 82,37.44134841,126.903868,00-000-0000
DS모터스,서울특별시 송파구 중대로 316(오금동),37.50836302,127.1337877,02-430-3421
DS현대모터스,서울특별시 금천구 벚꽃로 172(독산동),37.47040715,126.8880007,02-802-8700
F1오토,서울특별시 강동구 천중로49길 19(길동),37.5418596,127.1428332,02-484-9364
FIX Auto Service,서울특별시 성북구 보문로 59(보문동7가),37.58064119,127.0215449,02-927-5900
G모터스,서울특별시 중랑구 중랑천로 55(면목동),37.59011516,127.0730063,02-493-9955
HM모터스,서울특별시 송파구 백제고분로46길 19 (송파동),37.50800313,127.1133098,02-412-0033
H모터스,서울특별시 용산구 백범로 286(용문동),37.53927199,126.9608412,02-716-2563
inch by inch(인치바이인치),서울특별시 동대문구 천호대로97길 21(장안동),37.56170919,127.0704177,02-2212-2426
IT삼일자동차공업사,"서울특별시 금천구 가산디지털2로 98, 지하201호(가산동, IT캐슬)",37.47723362,126.8810568,02-2026-8158
J L car motors,서울특별시 송파구 마천로 207(마천동),37.50164284,127.1417788,02-448-8766
J&N 모터스,서울특별시 종로구 진흥로 487(신영동),37.60512094,126.9611689,02-394-9000
J.S모터스,서울특별시 강서구 강서로 284(내발산동),37.55102359,126.8366238,02-2697-6786
JD모터스,서울특별시 송파구 거마로 77(마천동),37.49984935,127.1470415,02-443-3397
JJ모터스,서울특별시 구로구 가마산로 91-30(구로동),37.48690308,126.8773735,02-853-9410
JM MOTORS,서울특별시 송파구 동남로24길 13(오금동),37.49950097,127.1376632,02-431-0909
JM Motors,서울특별시 은평구 가좌로7길 33(응암동),37.58582055,126.9176487,02-352-6140
JS모터스,서울특별시 송파구 문정로 229(오금동),37.4987855,127.1409339,02-440-0400
JS모터스,서울특별시 송파구 문정로 229 (오금동),37.49878676,127.1409345,02-400-0400
JS모터스,서울특별시 광진구 긴고랑로 2(중곡동),37.56393064,127.076704,02-2212-3033
J오토존,서울특별시 강남구 개포로 215(개포동),37.47881578,127.0462882,02-576-2004
KB모터스,"서울특별시 중랑구 사가정로42길 90(면목동, 상가 2-4 두산아파트)",37.57795936,127.0810925,02-469-0488
KCC모터스(주),서울특별시 용산구 한강대로98길 3(갈월동),37.54844358,126.9721128,02-6090-6000
KIST차량정비소,서울특별시 성북구 화랑로14길 5(하월곡동),37.60107184,127.0453408,02-958-6130
K-MOTERS,"서울특별시 구로구 구로중앙로 218(신도림동,천강아파트공장102호)",37.50566943,126.8775554,02-2679-7461
K-MOTORS,서울특별시 광진구 긴고랑로 40(중곡동),37.56270635,127.0805193,02-461-8837
M.K모터스,서울특별시 송파구 삼학사로 85 (삼전동),37.504847,127.09683,02-422-6969
MANDOPLAZA카센타,서울특별시 송파구 삼전로 46 (삼전동),37.503064,127.08723,02-420-0743
master 중곡점,"서울특별시 광진구 면목로 80, (중곡1동 257-5,45)",37.56075777,127.0787712,02-463-3889
MB motors,서울특별시 광진구 긴고랑로 18(중곡동),37.56349714,127.078261,02-499-2888
MD 모터스,서울특별시 양천구 국회대로 275(목동),37.53037264,126.865529,02-2061-7277
Mkmotors,서울특별시 성동구 동일로 273,37.55590784,127.071466,02-468-6116
MK카서비스,서울특별시 강남구 언주로150길 35(논현동),37.52182628,127.0371337,02-544-7684
motor-in(모터인),서울특별시 양천구 국회대로 254(신정동),37.52935561,126.8631778,02-2602-2552
M모터스,서울특별시 서초구 남부순환로296길 4-16(방배동),37.47361659,126.9912348,02-586-4794
NK모터스,서울특별시 강서구 남부순환로19길 48-8(외발산동),37.54635275,126.8236734,02-3662-2055
O.K자동차정비센터,서울특별시 강동구 성내로10길 22(성내동),37.52809953,127.1242636,02-476-9600
O/S카써비스,서울특별시 노원구 동일로198길 36(공릉동),37.62903019,127.0736469,02-978-6297
Oil Master(오일마스터),"서울특별시 강서구 양천로26길 103, 101호(방화동, 청구상가)",37.57301882,126.8208695,02-3662-3933
OK 스피드,서울특별시 송파구 송파대로44길 4(송파동),37.50653178,127.1067516,02-414-6674
OK 자동차 공업사,서울특별시 금천구 시흥대로12길 10(시흥동),37.43897663,126.9039167,02-802-4358
OK정비공업사,서울특별시 도봉구 시루봉로 214(방학동),37.66745149,127.0341061,02-3492-3238
OK카서비스,서울특별시 종로구 평창문화로 130(평창동),37.60907454,126.9745585,02-394-6595
OK카정비,서울특별시 양천구 화곡로 22 (신월동),37.5390908,126.8242802,02-2632-0202
PARTNER SHOP(파트너 샵),서울특별시 송파구 백제고분로 116(잠실동),37.50642184,127.0798445,02-423-5959
S.A 모터스,서울특별시 서초구 서초대로 127(방배동),37.48879534,126.9961288,02-584-3823
S1모터스,"서울특별시 관악구 은천로 137, 지하층 103호(봉천동, 관악한일유엔아이상가)",37.4867979,126.9505824,02-885-4989
SB MOTORS,서울특별시 동대문구 장안벚꽃로 27(장안동),37.56311865,127.0718539,02-2243-5557
SB모터스,서울특별시 금천구 범안로9길 64(독산동),37.46941761,126.8896695,02-892-3006
SH모터스,서울특별시 구로구 경인로20나길 10(오류동),37.49514695,126.8432484,02-2688-9777
SH모터스,서울특별시 강서구 양천로 620(등촌동),37.55420146,126.8664792,02-2668-5665
SH모터스 천왕점,서울특별시 구로구 오리로 1102-4(천왕동),37.48355654,126.8422701,02-2618-8456
